"Ukazatel","IndicatorType","Druh zeleniny","DRUHZEMPLOD4","Roky","CasR","Území","Uz02","Hodnota"
"Osevní plocha k 31. květnu (ha)","5900C315Z","Zelenina konzumní","612","2016","2016","Olomoucký kraj","CZ071","462.38"
"Osevní plocha k 31. květnu (ha)","5900C315Z","Zelenina konzumní","612","2016","2016","Zlínský kraj","CZ072","266.58"
"Osevní plocha k 31. květnu (ha)","5900C315Z","Zelenina konzumní","612","2016","2016","Moravskoslezský kraj","CZ080","281.13"
"Osevní plocha k 31. květnu (ha)","5900C315Z","Zelenina konzumní","612","2017","2017","Česko","CZ","10237.4"
"Osevní plocha k 31. květnu (ha)","5900C315Z","Zelenina konzumní","612","2017","2017","Hlavní město Praha","CZ010","1.9"
"Osevní plocha k 31. květnu (ha)","5900C315Z","Zelenina konzumní","612","2017","2017","Středočeský kraj","CZ020","3985.54"
"Osevní plocha k 31. květnu (ha)","5900C315Z","Zelenina konzumní","612","2017","2017","Jihočeský kraj","CZ031","88.86"
"Osevní plocha k 31. květnu (ha)","5900C315Z","Zelenina konzumní","612","2017","2017","Plzeňský kraj","CZ032","57.71"
"Osevní plocha k 31. květnu (ha)","5900C315Z","Zelenina konzumní","612","2017","2017","Karlovarský kraj","CZ041","4.49"
"Osevní plocha k 31. květnu (ha)","5900C315Z","Zelenina konzumní","612","2017","2017","Ústecký kraj","CZ042","1432.31"
"Osevní plocha k 31. květnu (ha)","5900C315Z","Zelenina konzumní","612","2017","2017","Liberecký kraj","CZ051","39.41"
"Osevní plocha k 31. květnu (ha)","5900C315Z","Zelenina konzumní","612","2017","2017","Královéhradecký kraj","CZ052","792.13"
"Osevní plocha k 31. květnu (ha)","5900C315Z","Zelenina konzumní","612","2017","2017","Pardubický kraj","CZ053","110.61"
"Osevní plocha k 31. květnu (ha)","5900C315Z","Zelenina konzumní","612","2017","2017","Kraj Vysočina","CZ063","46.26"
"Osevní plocha k 31. květnu (ha)","5900C315Z","Zelenina konzumní","612","2017","2017","Jihomoravský kraj","CZ064","2758.24"
"Osevní plocha k 31. květnu (ha)","5900C315Z","Zelenina konzumní","612","2017","2017","Olomoucký kraj","CZ071","498.43"
"Osevní plocha k 31. květnu (ha)","5900C315Z","Zelenina konzumní","612","2017","2017","Zlínský kraj","CZ072","187.07"
"Osevní plocha k 31. květnu (ha)","5900C315Z","Zelenina konzumní","612","2017","2017","Moravskoslezský kraj","CZ080","234.44"
"Sklizňová plocha k 31. prosinci (ha)","5909","Zelenina konzumní","612","2018","2018","Česko","CZ","10403.87"
"Sklizňová plocha k 31. prosinci (ha)","5909","Zelenina konzumní","612","2018","2018","Hlavní město Praha","CZ010","1.93"
"Sklizňová plocha k 31. prosinci (ha)","5909","Zelenina konzumní","612","2018","2018","Středočeský kraj","CZ020","3816.2"
"Sklizňová plocha k 31. prosinci (ha)","5909","Zelenina konzumní","612","2018","2018","Jihočeský kraj","CZ031","85.19"
"Sklizňová plocha k 31. prosinci (ha)","5909","Zelenina konzumní","612","2018","2018","Plzeňský kraj","CZ032","46.64"
"Sklizňová plocha k 31. prosinci (ha)","5909","Zelenina konzumní","612","2018","2018","Karlovarský kraj","CZ041","51.48"
"Sklizňová plocha k 31. prosinci (ha)","5909","Zelenina konzumní","612","2018","2018","Ústecký kraj","CZ042","1351.34"
"Sklizňová plocha k 31. prosinci (ha)","5909","Zelenina konzumní","612","2018","2018","Liberecký kraj","CZ051","30.89"
"Sklizňová plocha k 31. prosinci (ha)","5909","Zelenina konzumní","612","2018","2018","Královéhradecký kraj","CZ052","776.94"
"Sklizňová plocha k 31. prosinci (ha)","5909","Zelenina konzumní","612","2018","2018","Pardubický kraj","CZ053","112.59"
"Sklizňová plocha k 31. prosinci (ha)","5909","Zelenina konzumní","612","2018","2018","Kraj Vysočina","CZ063","95.3"
"Sklizňová plocha k 31. prosinci (ha)","5909","Zelenina konzumní","612","2018","2018","Jihomoravský kraj","CZ064","3185.88"
"Sklizňová plocha k 31. prosinci (ha)","5909","Zelenina konzumní","612","2018","2018","Olomoucký kraj","CZ071","458.69"
"Sklizňová plocha k 31. prosinci (ha)","5909","Zelenina konzumní","612","2018","2018","Zlínský kraj","CZ072","189.35"
"Sklizňová plocha k 31. prosinci (ha)","5909","Zelenina konzumní","612","2018","2018","Moravskoslezský kraj","CZ080","201.45"
"Sklizňová plocha k 31. prosinci (ha)","5909","Zelenina konzumní","612","2019","2019","Česko","CZ","10221.81"
"Sklizňová plocha k 31. prosinci (ha)","5909","Zelenina konzumní","612","2019","2019","Hlavní město Praha","CZ010","0.56"
"Sklizňová plocha k 31. prosinci (ha)","5909","Zelenina konzumní","612","2019","2019","Středočeský kraj","CZ020","3945.63"
"Sklizňová plocha k 31. prosinci (ha)","5909","Zelenina konzumní","612","2019","2019","Jihočeský kraj","CZ031","79.5"
"Sklizňová plocha k 31. prosinci (ha)","5909","Zelenina konzumní","612","2019","2019","Plzeňský kraj","CZ032","38.32"
"Sklizňová plocha k 31. prosinci (ha)","5909","Zelenina konzumní","612","2019","2019","Karlovarský kraj","CZ041","1.18"
"Sklizňová plocha k 31. prosinci (ha)","5909","Zelenina konzumní","612","2019","2019","Ústecký kraj","CZ042","1438.07"
"Sklizňová plocha k 31. prosinci (ha)","5909","Zelenina konzumní","612","2019","2019","Liberecký kraj","CZ051","12.43"
"Sklizňová plocha k 31. prosinci (ha)","5909","Zelenina konzumní","612","2019","2019","Královéhradecký kraj","CZ052","832.4"
"Sklizňová plocha k 31. prosinci (ha)","5909","Zelenina konzumní","612","2019","2019","Pardubický kraj","CZ053","130.41"
"Sklizňová plocha k 31. prosinci (ha)","5909","Zelenina konzumní","612","2019","2019","Kraj Vysočina","CZ063","54.48"
"Sklizňová plocha k 31. prosinci (ha)","5909","Zelenina konzumní","612","2019","2019","Jihomoravský kraj","CZ064","2795.22"
"Sklizňová plocha k 31. prosinci (ha)","5909","Zelenina konzumní","612","2019","2019","Olomoucký kraj","CZ071","502.23"
"Sklizňová plocha k 31. prosinci (ha)","5909","Zelenina konzumní","612","2019","2019","Zlínský kraj","CZ072","182"
"Sklizňová plocha k 31. prosinci (ha)","5909","Zelenina konzumní","612","2019","2019","Moravskoslezský kraj","CZ080","209.38"
"Sklizňová plocha k 31. prosinci (ha)","5909","Zelenina konzumní","612","2020","2020","Česko","CZ","11136.72"
"Sklizňová plocha k 31. prosinci (ha)","5909","Zelenina konzumní","612","2020","2020","Hlavní město Praha","CZ010","1.34"
"Sklizňová plocha k 31. prosinci (ha)","5909","Zelenina konzumní","612","2020","2020","Středočeský kraj","CZ020","3992.93"
"Sklizňová plocha k 31. prosinci (ha)","5909","Zelenina konzumní","612","2020","2020","Jihočeský kraj","CZ031","110.72"
"Sklizňová plocha k 31. prosinci (ha)","5909","Zelenina konzumní","612","2020","2020","Plzeňský kraj","CZ032","121.65"
"Sklizňová plocha k 31. prosinci (ha)","5909","Zelenina konzumní","612","2020","2020","Karlovarský kraj","CZ041","1.43"
"Sklizňová plocha k 31. prosinci (ha)","5909","Zelenina konzumní","612","2020","2020","Ústecký kraj","CZ042","1400.29"
"Sklizňová plocha k 31. prosinci (ha)","5909","Zelenina konzumní","612","2020","2020","Liberecký kraj","CZ051","13.6"
"Sklizňová plocha k 31. prosinci (ha)","5909","Zelenina konzumní","612","2020","2020","Královéhradecký kraj","CZ052","1048.08"
"Sklizňová plocha k 31. prosinci (ha)","5909","Zelenina konzumní","612","2020","2020","Pardubický kraj","CZ053","139.05"
"Sklizňová plocha k 31. prosinci (ha)","5909","Zelenina konzumní","612","2020","2020","Kraj Vysočina","CZ063","71.91"
"Sklizňová plocha k 31. prosinci (ha)","5909","Zelenina konzumní","612","2020","2020","Jihomoravský kraj","CZ064","3348.45"
"Sklizňová plocha k 31. prosinci (ha)","5909","Zelenina konzumní","612","2020","2020","Olomoucký kraj","CZ071","510.61"
"Sklizňová plocha k 31. prosinci (ha)","5909","Zelenina konzumní","612","2020","2020","Zlínský kraj","CZ072","159.02"
"Sklizňová plocha k 31. prosinci (ha)","5909","Zelenina konzumní","612","2020","2020","Moravskoslezský kraj","CZ080","217.64"
"Sklizňová plocha k 31. prosinci (ha)","5909","Zelenina konzumní","612","2021","2021","Česko","CZ","11987.02"
"Sklizňová plocha k 31. prosinci (ha)","5909","Zelenina konzumní","612","2021","2021","Hlavní město Praha","CZ010","1.59"
"Sklizňová plocha k 31. prosinci (ha)","5909","Zelenina konzumní","612","2021","2021","Středočeský kraj","CZ020","4490.76"
"Sklizňová plocha k 31. prosinci (ha)","5909","Zelenina konzumní","612","2021","2021","Jihočeský kraj","CZ031","89.91"
"Sklizňová plocha k 31. prosinci (ha)","5909","Zelenina konzumní","612","2021","2021","Plzeňský kraj","CZ032","75.78"
"Sklizňová plocha k 31. prosinci (ha)","5909","Zelenina konzumní","612","2021","2021","Karlovarský kraj","CZ041","69.85"
"Sklizňová plocha k 31. prosinci (ha)","5909","Zelenina konzumní","612","2021","2021","Ústecký kraj","CZ042","1481.97"
"Sklizňová plocha k 31. prosinci (ha)","5909","Zelenina konzumní","612","2021","2021","Liberecký kraj","CZ051","9.49"
"Sklizňová plocha k 31. prosinci (ha)","5909","Zelenina konzumní","612","2021","2021","Královéhradecký kraj","CZ052","1067.94"
"Sklizňová plocha k 31. prosinci (ha)","5909","Zelenina konzumní","612","2021","2021","Pardubický kraj","CZ053","151.7"
"Sklizňová plocha k 31. prosinci (ha)","5909","Zelenina konzumní","612","2021","2021","Kraj Vysočina","CZ063","95.28"
"Sklizňová plocha k 31. prosinci (ha)","5909","Zelenina konzumní","612","2021","2021","Jihomoravský kraj","CZ064","3621.83"
"Sklizňová plocha k 31. prosinci (ha)","5909","Zelenina konzumní","612","2021","2021","Olomoucký kraj","CZ071","452.12"
"Sklizňová plocha k 31. prosinci (ha)","5909","Zelenina konzumní","612","2021","2021","Zlínský kraj","CZ072","152.77"
"Sklizňová plocha k 31. prosinci (ha)","5909","Zelenina konzumní","612","2021","2021","Moravskoslezský kraj","CZ080","226.03"
"Sklizňová plocha k 31. prosinci (ha)","5909","Zelenina konzumní","612","2022","2022","Česko","CZ","11122.14"
"Sklizňová plocha k 31. prosinci (ha)","5909","Zelenina konzumní","612","2022","2022","Hlavní město Praha","CZ010","48.96"
"Sklizňová plocha k 31. prosinci (ha)","5909","Zelenina konzumní","612","2022","2022","Středočeský kraj","CZ020","4615.89"
"Sklizňová plocha k 31. prosinci (ha)","5909","Zelenina konzumní","612","2022","2022","Jihočeský kraj","CZ031","83.26"
"Sklizňová plocha k 31. prosinci (ha)","5909","Zelenina konzumní","612","2022","2022","Plzeňský kraj","CZ032","43.7"
"Sklizňová plocha k 31. prosinci (ha)","5909","Zelenina konzumní","612","2022","2022","Karlovarský kraj","CZ041","0.43"
"Sklizňová plocha k 31. prosinci (ha)","5909","Zelenina konzumní","612","2022","2022","Ústecký kraj","CZ042","1413.66"
"Sklizňová plocha k 31. prosinci (ha)","5909","Zelenina konzumní","612","2022","2022","Liberecký kraj","CZ051","39.48"
"Sklizňová plocha k 31. prosinci (ha)","5909","Zelenina konzumní","612","2022","2022","Královéhradecký kraj","CZ052","937.99"
"Sklizňová plocha k 31. prosinci (ha)","5909","Zelenina konzumní","612","2022","2022","Pardubický kraj","CZ053","335.61"
"Sklizňová plocha k 31. prosinci (ha)","5909","Zelenina konzumní","612","2022","2022","Kraj Vysočina","CZ063","63.57"
"Sklizňová plocha k 31. prosinci (ha)","5909","Zelenina konzumní","612","2022","2022","Jihomoravský kraj","CZ064","2714.22"
"Sklizňová plocha k 31. prosinci (ha)","5909","Zelenina konzumní","612","2022","2022","Olomoucký kraj","CZ071","474.4"
"Sklizňová plocha k 31. prosinci (ha)","5909","Zelenina konzumní","612","2022","2022","Zlínský kraj","CZ072","150.23"
"Sklizňová plocha k 31. prosinci (ha)","5909","Zelenina konzumní","612","2022","2022","Moravskoslezský kraj","CZ080","200.74"
"Sklizňová plocha k 31. prosinci (ha)","5909","Zelenina konzumní","612","2023","2023","Česko","CZ","11104.38"
"Sklizňová plocha k 31. prosinci (ha)","5909","Zelenina konzumní","612","2023","2023","Středočeský kraj","CZ020","5063.08"
"Sklizňová plocha k 31. prosinci (ha)","5909","Zelenina konzumní","612","2023","2023","Jihočeský kraj","CZ031","87.04"
"Sklizňová plocha k 31. prosinci (ha)","5909","Zelenina konzumní","612","2023","2023","Plzeňský kraj","CZ032","54.5"
"Sklizňová plocha k 31. prosinci (ha)","5909","Zelenina konzumní","612","2023","2023","Ústecký kraj","CZ042","1208.72"
"Sklizňová plocha k 31. prosinci (ha)","5909","Zelenina konzumní","612","2023","2023","Liberecký kraj","CZ051","13.72"
"Sklizňová plocha k 31. prosinci (ha)","5909","Zelenina konzumní","612","2023","2023","Královéhradecký kraj","CZ052","1057.96"
"Sklizňová plocha k 31. prosinci (ha)","5909","Zelenina konzumní","612","2023","2023","Pardubický kraj","CZ053","251.35"
"Sklizňová plocha k 31. prosinci (ha)","5909","Zelenina konzumní","612","2023","2023","Kraj Vysočina","CZ063","83.33"
"Sklizňová plocha k 31. prosinci (ha)","5909","Zelenina konzumní","612","2023","2023","Jihomoravský kraj","CZ064","2531.66"
"Sklizňová plocha k 31. prosinci (ha)","5909","Zelenina konzumní","612","2023","2023","Olomoucký kraj","CZ071","370.1"
"Sklizňová plocha k 31. prosinci (ha)","5909","Zelenina konzumní","612","2023","2023","Zlínský kraj","CZ072","178.75"
"Sklizňová plocha k 31. prosinci (ha)","5909","Zelenina konzumní","612","2023","2023","Moravskoslezský kraj","CZ080","195.93"
"Sklizňová plocha k 31. prosinci (ha)","5909","Zelenina konzumní","612","2024","2024","Česko","CZ","10997.85"
"Sklizňová plocha k 31. prosinci (ha)","5909","Zelenina konzumní","612","2024","2024","Středočeský kraj","CZ020","5175.23"
"Sklizňová plocha k 31. prosinci (ha)","5909","Zelenina konzumní","612","2024","2024","Jihočeský kraj","CZ031","70.29"
"Sklizňová plocha k 31. prosinci (ha)","5909","Zelenina konzumní","612","2024","2024","Plzeňský kraj","CZ032","43.52"
"Sklizňová plocha k 31. prosinci (ha)","5909","Zelenina konzumní","612","2024","2024","Ústecký kraj","CZ042","1394.73"
"Sklizňová plocha k 31. prosinci (ha)","5909","Zelenina konzumní","612","2024","2024","Liberecký kraj","CZ051","74.95"
"Sklizňová plocha k 31. prosinci (ha)","5909","Zelenina konzumní","612","2024","2024","Královéhradecký kraj","CZ052","967.96"
"Sklizňová plocha k 31. prosinci (ha)","5909","Zelenina konzumní","612","2024","2024","Pardubický kraj","CZ053","232.38"
"Sklizňová plocha k 31. prosinci (ha)","5909","Zelenina konzumní","612","2024","2024","Kraj Vysočina","CZ063","71.1"
"Sklizňová plocha k 31. prosinci (ha)","5909","Zelenina konzumní","612","2024","2024","Jihomoravský kraj","CZ064","2291.75"
"Sklizňová plocha k 31. prosinci (ha)","5909","Zelenina konzumní","612","2024","2024","Olomoucký kraj","CZ071","388.4"
"Sklizňová plocha k 31. prosinci (ha)","5909","Zelenina konzumní","612","2024","2024","Zlínský kraj","CZ072","92"
"Sklizňová plocha k 31. prosinci (ha)","5909","Zelenina konzumní","612","2024","2024","Moravskoslezský kraj","CZ080","194.05"
"Sklizňová plocha k 31. prosinci (ha)","5909","Zelenina konzumní","612","2025","2025","Česko","CZ","11384.81"
"Sklizňová plocha k 31. prosinci (ha)","5909","Zelenina konzumní","612","2025","2025","Hlavní město Praha","CZ010","0.56"
"Sklizňová plocha k 31. prosinci (ha)","5909","Zelenina konzumní","612","2025","2025","Středočeský kraj","CZ020","4934.2"
"Sklizňová plocha k 31. prosinci (ha)","5909","Zelenina konzumní","612","2025","2025","Jihočeský kraj","CZ031","91.75"
"Sklizňová plocha k 31. prosinci (ha)","5909","Zelenina konzumní","612","2025","2025","Plzeňský kraj","CZ032","54.07"
"Sklizňová plocha k 31. prosinci (ha)","5909","Zelenina konzumní","612","2025","2025","Karlovarský kraj","CZ041","1.69"
"Sklizňová plocha k 31. prosinci (ha)","5909","Zelenina konzumní","612","2025","2025","Ústecký kraj","CZ042","1616.45"
"Sklizňová plocha k 31. prosinci (ha)","5909","Zelenina konzumní","612","2025","2025","Liberecký kraj","CZ051","17.46"
"Sklizňová plocha k 31. prosinci (ha)","5909","Zelenina konzumní","612","2025","2025","Královéhradecký kraj","CZ052","1139.47"
"Sklizňová plocha k 31. prosinci (ha)","5909","Zelenina konzumní","612","2025","2025","Pardubický kraj","CZ053","237.98"
"Sklizňová plocha k 31. prosinci (ha)","5909","Zelenina konzumní","612","2025","2025","Kraj Vysočina","CZ063","53.33"
"Sklizňová plocha k 31. prosinci (ha)","5909","Zelenina konzumní","612","2025","2025","Jihomoravský kraj","CZ064","2585.52"
"Sklizňová plocha k 31. prosinci (ha)","5909","Zelenina konzumní","612","2025","2025","Olomoucký kraj","CZ071","364.54"
"Sklizňová plocha k 31. prosinci (ha)","5909","Zelenina konzumní","612","2025","2025","Zlínský kraj","CZ072","92.45"
